Tempo(s)	P0(KPa)	P0+Coluna(KPa)	P1(KPa)	P1+Coluna(KPa)
30.914	18.75	27.89	0.05	7.74
30.937	16.27	25.41	-0.05	7.64
30.960	15.19	24.34	0.04	7.73
30.988	21.78	30.93	0.05	7.75
31.011	27.65	36.80	-0.03	7.67
31.033	30.86	40.00	0.00	7.69
31.056	28.87	38.01	0.06	7.75
31.079	23.24	32.38	-0.06	7.63
31.101	21.83	30.98	0.05	7.74
31.124	24.25	33.39	-0.03	7.66
31.146	24.41	33.55	-0.01	7.68
31.169	23.82	32.97	0.06	7.75
31.192	22.33	31.47	-0.05	7.64
31.214	20.20	29.34	0.05	7.74
31.237	17.70	26.85	-0.05	7.64
31.266	15.44	24.59	-0.02	7.67
31.289	16.86	26.00	-0.02	7.67
31.312	23.71	32.85	0.06	7.75
31.334	28.92	38.06	-0.05	7.64
31.357	31.16	40.30	0.04	7.73
31.379	27.20	36.34	-0.02	7.68
31.402	22.08	31.22	-0.03	7.66
31.425	22.61	31.75	0.07	7.76
31.447	24.36	33.50	-0.05	7.64
31.470	24.16	33.30	0.04	7.73
31.493	23.66	32.80	-0.01	7.68
31.515	21.62	30.76	-0.04	7.65
31.538	19.54	28.69	0.06	7.76
31.560	17.12	26.27	-0.05	7.64
31.583	15.08	24.23	0.04	7.73
31.606	18.08	27.22	0.00	7.70
31.628	24.89	34.03	-0.05	7.65
31.651	29.66	38.80	0.07	7.76
31.674	30.78	39.93	-0.04	7.65
31.696	25.94	35.08	0.03	7.73
31.719	21.24	30.39	-0.04	7.65
31.749	23.43	32.57	0.02	7.71
31.771	24.38	33.52	-0.05	7.65
31.794	24.02	33.16	0.06	7.76
31.817	23.25	32.40	-0.04	7.65
31.839	21.12	30.27	0.04	7.73
31.862	19.02	28.16	0.03	7.72
31.885	16.45	25.60	-0.05	7.64
31.907	14.79	23.94	0.06	7.76
31.930	20.11	29.26	-0.04	7.66
31.952	26.49	35.64	0.03	7.73
31.975	30.60	39.74	0.04	7.73
31.998	30.00	39.14	-0.05	7.64
32.020	24.38	33.53	0.06	7.75
32.043	21.43	30.57	-0.03	7.66
32.066	23.90	33.04	0.07	7.76
32.094	24.43	33.58	0.03	7.72
32.117	24.00	33.14	0.05	7.74
32.139	22.70	31.84	-0.05	7.64
32.162	20.48	29.63	0.06	7.75
32.185	18.15	27.29	-0.03	7.66
32.207	15.78	24.92	0.01	7.70
32.230	15.53	24.67	0.05	7.74
32.252	22.20	31.34	-0.05	7.64
32.275	27.96	37.10	0.06	7.75
32.298	30.93	40.08	-0.03	7.66
32.320	28.44	37.58	0.00	7.70
32.343	22.96	32.11	0.06	7.75
32.366	21.98	31.12	-0.06	7.63
32.388	24.33	33.48	0.06	7.75
32.411	24.39	33.54	-0.03	7.67
32.434	23.85	33.00	-0.00	7.69
32.456	22.37	31.51	0.06	7.75
32.479	20.27	29.42	-0.05	7.64
32.501	17.87	27.02	0.05	7.74
32.524	15.55	24.69	-0.03	7.66
32.547	16.66	25.80	-0.01	7.68
32.569	23.62	32.77	-0.02	7.67
32.599	29.30	38.44	0.06	7.75
32.621	31.09	40.23	-0.05	7.64
32.644	26.68	35.82	0.05	7.74
32.667	21.69	30.83	-0.02	7.67
32.689	22.68	31.83	-0.02	7.67
32.712	24.44	33.58	0.06	7.75
32.734	24.26	33.40	-0.05	7.64
32.757	23.63	32.77	0.04	7.73
32.780	21.59	30.73	-0.02	7.67
32.802	19.58	28.72	-0.03	7.67
32.825	17.09	26.23	0.07	7.76
32.848	15.00	24.15	-0.05	7.65
32.877	19.56	28.70	-0.05	7.64
32.900	25.99	35.14	0.04	7.74
32.923	30.28	39.42	-0.01	7.68
32.945	30.38	39.53	-0.04	7.65
32.968	24.96	34.10	0.06	7.76
32.991	21.34	30.48	-0.05	7.65
33.013	23.60	32.75	0.04	7.73
33.036	24.44	33.59	0.00	7.69
33.058	24.05	33.20	-0.05	7.65
33.081	23.32	32.47	0.06	7.76
33.104	20.96	30.11	-0.05	7.65
33.126	18.80	27.95	0.04	7.73
33.149	16.41	25.56	0.01	7.70
33.181	15.33	24.47	0.04	7.73
33.204	21.56	30.71	-0.05	7.64
33.227	27.55	36.70	0.06	7.76
33.249	30.86	40.00	-0.04	7.65
33.272	29.02	38.16	0.04	7.73
33.295	23.45	32.60	0.02	7.71
33.317	21.78	30.92	-0.05	7.64
33.340	24.27	33.42	0.07	7.76
33.363	24.43	33.57	-0.04	7.66
33.385	23.98	33.12	0.03	7.73
33.408	22.55	31.69	0.03	7.73
33.430	20.22	29.36	-0.05	7.64
33.453	17.92	27.06	0.06	7.75
33.476	15.71	24.85	-0.04	7.66
33.498	16.20	25.34	0.03	7.72
33.521	22.86	32.00	0.04	7.73
33.544	28.42	37.56	-0.05	7.64
33.566	31.03	40.17	0.06	7.75
33.589	28.06	37.20	-0.03	7.66
33.611	22.44	31.59	0.02	7.71
33.634	22.03	31.18	0.05	7.74
33.657	24.27	33.42	-0.05	7.64
33.679	24.27	33.41	0.06	7.75
33.702	23.80	32.95	-0.03	7.66
33.725	22.03	31.17	0.01	7.70
33.747	19.92	29.07	0.06	7.75
33.770	17.61	26.75	-0.06	7.63
33.793	15.37	24.52	0.06	7.75
33.815	17.13	26.27	-0.03	7.67
33.838	23.94	33.08	0.00	7.69
33.860	29.09	38.24	0.06	7.75
33.883	30.85	39.99	-0.05	7.64
33.906	26.48	35.63	0.06	7.75
33.935	21.43	30.57	0.05	7.74
33.958	22.96	32.11	-0.03	7.67
33.980	24.25	33.40	0.04	7.73
34.005	24.07	33.21	-0.01	7.68
34.028	23.27	32.42	0.06	7.75
34.050	21.15	30.29	-0.05	7.64
34.073	18.99	28.14	0.05	7.74
34.096	16.52	25.66	-0.02	7.67
34.118	14.87	24.02	-0.02	7.67
34.141	19.94	29.09	0.06	7.76
34.163	26.33	35.48	-0.05	7.64
34.186	30.48	39.62	0.04	7.73
34.209	30.01	39.15	-0.02	7.67
34.231	24.49	33.63	-0.03	7.66
34.254	21.38	30.52	0.07	7.76
34.277	23.64	32.79	-0.05	7.64
34.299	24.38	33.52	0.06	7.75
34.328	24.00	33.14	0.04	7.73
34.350	22.65	31.80	-0.00	7.69
34.373	20.43	29.58	-0.04	7.65
34.395	18.18	27.32	0.07	7.76
34.418	15.87	25.01	-0.05	7.65
34.441	15.49	24.63	0.04	7.73
34.463	21.92	31.07	0.01	7.70
34.486	27.60	36.74	-0.05	7.65
34.509	30.78	39.92	0.07	7.76
34.531	28.52	37.67	-0.04	7.65
34.554	22.97	32.12	0.03	7.73
34.577	21.75	30.90	0.03	7.72
34.599	24.08	33.23	-0.05	7.64
34.622	24.29	33.43	0.07	7.76
34.644	23.82	32.97	-0.04	7.66
34.667	22.26	31.41	0.03	7.72
34.690	20.12	29.27	0.03	7.73
34.712	17.83	26.97	-0.05	7.64
34.735	15.54	24.69	0.07	7.76
34.758	16.44	25.58	-0.03	7.66
34.780	23.24	32.38	0.03	7.72
34.803	28.82	37.97	0.04	7.73
34.825	31.08	40.23	-0.05	7.64
34.848	27.52	36.67	0.06	7.75
34.871	22.24	31.39	-0.03	7.66
34.893	22.29	31.44	0.02	7.71
34.916	24.37	33.51	0.05	7.74
34.939	24.33	33.47	-0.05	7.64
34.961	23.74	32.88	0.05	7.75
34.984	21.99	31.13	-0.03	7.66
35.006	19.78	28.92	0.01	7.70
35.029	17.38	26.52	0.06	7.75
35.052	15.09	24.24	-0.06	7.64
35.074	17.70	26.85	0.05	7.74
35.097	24.42	33.56	-0.03	7.67
35.120	29.42	38.57	-0.01	7.69
35.142	30.33	39.48	-0.02	7.67
35.172	25.67	34.82	0.06	7.75
35.194	21.40	30.54	-0.05	7.64
35.217	23.21	32.35	0.05	7.74
35.240	24.37	33.51	-0.05	7.64
35.265	23.90	33.05	0.06	7.76
35.288	22.47	31.61	-0.05	7.64
35.310	20.25	29.40	0.04	7.73
35.333	17.93	27.08	-0.02	7.67
35.356	15.71	24.85	-0.03	7.66
35.378	16.10	25.25	0.06	7.76
35.401	22.82	31.96	-0.05	7.64
35.423	28.59	37.74	0.06	7.75
35.452	31.03	40.18	0.04	7.73
35.475	27.36	36.50	-0.00	7.69
35.497	22.24	31.38	-0.04	7.65
35.520	22.68	31.82	0.06	7.76
35.543	24.57	33.71	-0.05	7.64
35.565	24.40	33.54	0.04	7.73
35.588	23.69	32.84	0.01	7.70
35.610	21.66	30.80	-0.05	7.65
35.633	19.58	28.72	0.07	7.76
35.656	17.20	26.34	-0.04	7.65
35.678	15.11	24.25	0.04	7.73
35.701	17.96	27.10	0.02	7.71
35.724	24.54	33.68	-0.05	7.64
35.746	29.52	38.67	0.07	7.76
35.769	31.03	40.18	-0.04	7.66
35.791	26.17	35.31	0.03	7.72
35.814	21.60	30.74	0.03	7.73
35.837	22.98	32.13	-0.05	7.64
35.859	24.38	33.52	0.06	7.75
35.882	24.31	33.46	-0.03	7.66
35.905	23.47	32.62	0.02	7.71
35.927	21.34	30.49	0.05	7.74
35.950	19.20	28.34	-0.06	7.63
35.972	16.87	26.02	0.05	7.75
35.995	14.90	24.05	-0.03	7.66
36.018	19.32	28.46	0.01	7.70
36.040	25.79	34.94	0.06	7.75
36.063	30.08	39.23	-0.05	7.64
36.086	30.48	39.63	0.05	7.75
36.108	25.09	34.23	-0.03	7.67
36.131	21.40	30.55	-0.00	7.69
36.153	23.64	32.79	0.06	7.75
36.176	24.52	33.66	-0.05	7.64
36.199	24.14	33.28	0.05	7.74
36.221	23.25	32.39	-0.03	7.66
36.244	21.11	30.26	-0.02	7.67
36.266	18.79	27.93	0.06	7.75
36.289	16.26	25.40	-0.04	7.65
36.319	15.16	24.30	-0.05	7.64
36.341	21.35	30.49	0.04	7.73
36.364	27.32	36.47	-0.02	7.68
36.387	30.95	40.09	-0.04	7.65
36.409	29.15	38.30	0.07	7.76
36.432	23.58	32.73	-0.05	7.64
36.455	21.77	30.92	0.04	7.73
36.477	24.28	33.42	0.00	7.69
36.500	24.54	33.68	-0.05	7.65
36.522	24.03	33.18	-0.02	7.67
36.551	22.38	31.53	0.06	7.76
36.573	20.02	29.17	-0.05	7.64
36.603	17.45	26.60	-0.04	7.65
36.625	15.30	24.44	0.03	7.73
36.648	17.18	26.33	0.02	7.72
36.671	23.94	33.08	-0.05	7.64
36.693	29.04	38.19	0.07	7.76
36.716	30.98	40.13	-0.04	7.65
36.739	26.99	36.13	0.03	7.72
36.761	21.93	31.07	0.04	7.73
36.784	22.82	31.96	-0.05	7.64
36.806	24.42	33.56	0.06	7.75
36.829	24.24	33.39	-0.04	7.66
36.852	23.60	32.75	0.02	7.71
36.874	21.63	30.78	0.05	7.74
36.897	19.50	28.64	-0.06	7.63
36.920	17.05	26.20	0.06	7.75
36.942	15.08	24.23	-0.03	7.66
36.965	18.52	27.67	0.00	7.70
36.987	25.15	34.29	0.06	7.75
37.010	29.94	39.08	-0.05	7.64
37.033	30.62	39.76	0.05	7.74
37.055	25.63	34.77	-0.03	7.67
37.078	21.30	30.45	-0.01	7.68
37.101	23.27	32.42	0.06	7.75
37.123	24.41	33.55	-0.06	7.64
37.146	24.19	33.33	0.05	7.74
37.168	23.32	32.46	-0.02	7.67
37.191	21.27	30.41	-0.03	7.66
37.214	19.08	28.22	0.07	7.76
37.236	16.66	25.80	-0.05	7.64
37.259	14.98	24.13	0.04	7.73
37.282	19.84	28.98	-0.01	7.68
37.304	26.17	35.31	-0.04	7.65
37.327	30.39	39.53	0.06	7.76
37.349	30.16	39.30	-0.05	7.64
37.372	24.58	33.73	0.04	7.73
37.395	21.42	30.56	0.01	7.70
37.417	23.75	32.89	0.03	7.72
37.447	24.34	33.48	-0.05	7.65
37.470	24.06	33.21	0.07	7.76
37.492	22.78	31.93	-0.04	7.65
37.515	20.63	29.77	0.03	7.72
37.538	18.33	27.48	0.03	7.72
37.560	15.97	25.12	-0.05	7.64
37.583	15.45	24.59	0.06	7.76
37.606	21.98	31.13	-0.04	7.66
37.628	27.88	37.03	0.03	7.72
37.651	31.10	40.25	-0.04	7.65
37.679	28.33	37.48	0.04	7.73
37.702	22.78	31.93	-0.06	7.63
37.725	22.22	31.36	0.06	7.75
37.747	24.41	33.55	-0.03	7.66
37.770	24.31	33.45	0.01	7.70
37.792	23.76	32.91	0.05	7.75
37.815	22.05	31.19	-0.06	7.64
37.838	20.02	29.17	0.05	7.75
37.860	17.65	26.80	-0.03	7.66
37.883	15.40	24.55	-0.00	7.69
37.906	17.21	26.35	-0.03	7.66
37.935	24.34	33.48	0.06	7.75
37.958	29.53	38.67	-0.05	7.64
37.980	31.02	40.17	0.05	7.74
38.003	26.33	35.47	-0.03	7.67
38.025	21.68	30.83	-0.02	7.67
38.048	23.01	32.16	0.06	7.75
38.071	24.43	33.58	-0.05	7.64
38.093	24.34	33.48	0.04	7.73
38.116	23.55	32.69	-0.02	7.67
38.139	21.38	30.53	-0.03	7.66
38.161	19.34	28.48	0.06	7.76
38.184	16.88	26.03	-0.05	7.64
38.207	14.93	24.08	0.04	7.73
38.229	19.09	28.23	-0.00	7.69
38.252	25.54	34.69	-0.04	7.65
38.274	29.98	39.13	0.07	7.76
38.297	30.52	39.67	-0.04	7.65
38.320	25.06	34.21	0.04	7.73
38.342	21.36	30.50	0.00	7.70
38.365	23.48	32.62	-0.05	7.65
38.388	24.36	33.50	0.07	7.76
38.410	24.12	33.27	-0.05	7.65
38.433	23.24	32.38	0.04	7.73
38.455	21.05	30.20	0.02	7.71
38.478	18.86	28.00	-0.05	7.64
38.501	16.52	25.67	0.06	7.76
38.523	14.98	24.12	-0.04	7.65
38.546	20.64	29.78	0.06	7.76
38.576	27.30	36.45	0.03	7.73
38.598	30.90	40.04	0.03	7.72
38.621	29.37	38.51	-0.05	7.64
38.644	23.75	32.90	0.06	7.75
38.666	21.67	30.82	-0.03	7.66
38.689	24.29	33.43	0.03	7.72
38.712	24.63	33.77	0.04	7.73
38.734	24.12	33.26	-0.06	7.63
38.765	22.34	31.48	-0.01	7.68
38.785	20.26	29.40	0.06	7.75
38.808	17.86	27.00	-0.03	7.66
38.830	15.74	24.88	0.01	7.70
38.853	16.50	25.65	0.05	7.75
38.876	23.25	32.39	-0.05	7.64
38.898	28.49	37.64	0.06	7.75
38.921	31.12	40.26	-0.03	7.67
38.944	27.91	37.05	0.01	7.70
38.966	22.51	31.65	0.06	7.75
38.989	22.43	31.57	-0.05	7.64
39.011	24.45	33.59	0.06	7.75
39.034	24.35	33.50	-0.03	7.66
39.057	23.76	32.91	-0.00	7.69
39.079	21.91	31.05	0.06	7.75
39.102	19.77	28.91	-0.05	7.64
39.125	17.38	26.52	0.05	7.74
39.147	15.25	24.40	-0.03	7.66
39.170	17.53	26.67	-0.01	7.68
39.193	24.35	33.49	0.06	7.76
39.215	29.41	38.55	-0.06	7.64
39.238	30.93	40.07	0.06	7.76
39.267	25.92	35.07	0.05	7.74
39.290	21.50	30.64	-0.02	7.67
39.312	23.28	32.42	-0.03	7.66
39.335	24.53	33.68	0.06	7.76
39.358	24.25	33.40	-0.05	7.64
39.380	23.52	32.66	0.04	7.73
39.403	21.35	30.49	-0.01	7.68
39.426	19.26	28.41	-0.04	7.65
39.448	16.80	25.95	0.07	7.76
39.471	14.99	24.14	-0.05	7.64
39.493	19.73	28.87	0.04	7.73
39.516	26.13	35.28	-0.00	7.69
39.539	30.33	39.47	-0.04	7.65
39.561	30.34	39.48	0.07	7.76
39.584	24.71	33.85	-0.04	7.65
39.607	21.37	30.51	0.04	7.73
39.629	23.72	32.86	0.00	7.69
39.652	24.53	33.68	-0.05	7.65
39.675	24.15	33.29	0.03	7.73
39.704	23.00	32.14	0.07	7.76
39.727	20.83	29.98	-0.04	7.65
39.750	18.52	27.66	0.04	7.73
39.772	16.13	25.28	0.02	7.71
39.795	15.40	24.54	-0.05	7.64
39.818	22.11	31.25	-0.00	7.69
39.846	28.22	37.36	0.07	7.76
39.869	30.93	40.08	-0.03	7.66
39.891	28.32	37.46	0.03	7.73
39.914	22.84	31.99	0.03	7.72
39.937	22.11	31.25	-0.05	7.64
39.959	24.38	33.53	0.06	7.75
39.982	24.47	33.61	-0.03	7.66
40.005	23.97	33.11	0.03	7.72
40.027	22.25	31.39	0.04	7.74
40.050	20.11	29.26	-0.06	7.64
40.072	17.71	26.85	0.06	7.76
40.095	15.51	24.65	-0.03	7.66
40.118	16.88	26.02	0.02	7.72
40.140	23.64	32.78	0.05	7.74
40.163	29.00	38.15	-0.05	7.64
40.186	31.32	40.46	0.06	7.75
40.208	27.35	36.50	-0.03	7.66
40.231	22.10	31.24	0.01	7.70
40.253	22.65	31.79	0.06	7.75
40.276	24.52	33.67	-0.06	7.64
40.299	24.46	33.60	0.05	7.74
40.321	23.86	33.00	-0.03	7.67
40.344	22.15	31.30	-0.00	7.69
40.372	19.73	28.88	-0.04	7.65
40.399	17.12	26.26	0.06	7.75
40.422	15.18	24.32	-0.05	7.64
40.445	19.05	28.20	0.05	7.74
40.467	25.56	34.70	-0.03	7.67
40.490	30.15	39.29	-0.01	7.68
40.512	30.79	39.94	0.06	7.75
40.535	25.63	34.78	-0.06	7.64
40.558	21.53	30.67	0.05	7.74
40.580	23.72	32.86	-0.05	7.64
40.610	24.62	33.76	-0.02	7.67
40.632	24.14	33.29	-0.03	7.66
40.655	23.43	32.57	0.07	7.76
40.678	21.06	30.20	-0.05	7.64
40.700	18.88	28.03	0.04	7.73
40.723	16.46	25.60	-0.01	7.68
40.746	15.33	24.48	-0.04	7.66
40.768	21.16	30.30	0.07	7.76
40.791	27.39	36.53	-0.04	7.65
40.813	31.28	40.42	-0.04	7.66
40.834	27.18	36.33	-0.05	7.65
40.856	22.27	31.41	0.07	7.76
40.879	23.10	32.24	-0.04	7.65
40.901	24.86	34.00	0.04	7.73
40.924	24.45	33.59	-0.05	7.64
40.953	23.68	32.83	0.02	7.71
40.975	21.75	30.89	-0.05	7.64
40.998	19.46	28.60	0.07	7.76
41.021	17.03	26.17	-0.04	7.65
41.043	15.17	24.31	0.04	7.73
41.066	19.41	28.55	0.03	7.72
41.089	25.93	35.07	-0.05	7.64
41.111	30.35	39.49	0.07	7.76
41.134	30.78	39.93	-0.04	7.65
41.156	25.43	34.57	0.03	7.72
41.179	21.60	30.75	0.04	7.73
41.202	23.70	32.84	-0.05	7.64
41.224	24.65	33.80	0.06	7.76
41.247	24.32	33.47	-0.03	7.66
41.270	23.44	32.59	0.02	7.72
41.292	21.22	30.36	0.04	7.74
41.315	19.04	28.18	-0.05	7.64
41.338	16.66	25.80	0.06	7.75
41.360	15.20	24.35	-0.03	7.66
41.383	20.71	29.85	0.01	7.71
41.405	26.99	36.14	0.06	7.75
41.428	30.75	39.90	-0.05	7.64
41.451	30.10	39.24	0.06	7.75
41.473	24.28	33.42	-0.03	7.66
41.496	21.61	30.75	0.00	7.70
41.519	24.10	33.24	0.06	7.75
41.541	24.64	33.78	-0.05	7.64
41.564	24.11	33.25	0.05	7.75
41.587	23.13	32.28	-0.03	7.67
41.609	20.88	30.02	-0.00	7.69
41.632	18.56	27.70	0.06	7.75
41.654	16.15	25.30	-0.06	7.64
41.677	15.52	24.67	0.05	7.74
41.700	21.94	31.08	-0.02	7.67
41.722	27.87	37.01	-0.01	7.68
41.745	31.27	40.41	0.06	7.75
41.768	29.24	38.38	-0.06	7.64
41.790	23.58	32.72	0.04	7.74
41.813	22.12	31.26	-0.02	7.67
41.835	24.56	33.70	-0.02	7.67
41.858	24.70	33.85	0.06	7.75
41.881	24.07	33.22	-0.05	7.64
41.903	22.57	31.72	0.06	7.76
41.933	20.10	29.24	0.04	7.73
41.955	17.43	26.58	-0.00	7.69
41.980	15.28	24.42	-0.01	7.68
42.003	17.75	26.90	-0.03	7.66
42.026	24.48	33.62	0.07	7.76
42.048	29.63	38.78	-0.01	7.68
42.077	30.86	40.00	-0.05	7.64
42.099	26.00	35.14	0.04	7.74
42.122	21.62	30.76	0.00	7.69
42.145	23.47	32.61	-0.04	7.65
42.167	24.57	33.72	0.06	7.76
42.190	24.28	33.42	-0.04	7.65
42.212	23.54	32.69	0.04	7.73
42.235	21.41	30.55	0.01	7.70
42.258	19.11	28.26	-0.05	7.64
42.280	16.77	25.92	0.06	7.76
42.303	15.08	24.23	-0.04	7.65
42.326	19.87	29.01	0.04	7.73
42.348	26.37	35.52	0.02	7.71
42.371	30.66	39.80	-0.05	7.65
42.393	30.43	39.58	0.07	7.76
42.416	24.87	34.02	-0.04	7.65
42.439	21.39	30.54	0.04	7.73
42.461	23.97	33.12	0.03	7.72
42.484	24.67	33.81	-0.05	7.64
42.507	24.24	33.39	0.06	7.76
42.529	23.36	32.50	-0.03	7.66
42.552	21.12	30.26	0.03	7.72
42.574	18.83	27.97	0.04	7.73
42.597	16.35	25.50	-0.05	7.64
42.620	15.19	24.33	0.06	7.75
42.642	21.15	30.29	-0.03	7.66
42.665	27.29	36.44	0.02	7.71
42.688	30.99	40.14	0.05	7.74
42.710	29.71	38.85	-0.05	7.64
42.733	23.93	33.07	0.06	7.75
42.755	21.73	30.87	-0.03	7.66
42.778	24.25	33.39	0.01	7.70
42.801	24.55	33.70	0.06	7.75
42.823	24.14	33.28	-0.05	7.64
42.846	22.97	32.11	0.06	7.75
42.869	20.64	29.78	-0.03	7.67
42.891	18.40	27.55	0.00	7.69
42.914	16.00	25.15	0.06	7.75
42.936	15.77	24.91	-0.05	7.64
42.959	22.47	31.61	0.05	7.75
42.982	28.32	37.46	-0.03	7.67
43.004	31.32	40.46	-0.01	7.68
43.027	28.88	38.03	0.06	7.75
43.050	23.20	32.34	-0.05	7.64
43.072	22.22	31.36	0.05	7.74
43.095	24.60	33.74	-0.02	7.67
43.117	24.50	33.64	0.04	7.73
43.147	23.92	33.06	0.04	7.73
43.168	22.23	31.37	0.07	7.76
43.191	20.07	29.21	-0.05	7.64
43.213	17.74	26.89	0.04	7.73
43.236	15.39	24.54	-0.05	7.64
43.265	18.34	27.49	-0.01	7.68
43.288	25.07	34.21	-0.04	7.65
43.311	29.95	39.10	0.07	7.76
43.333	31.21	40.35	-0.04	7.65
43.356	26.14	35.28	0.04	7.73
43.378	21.74	30.89	0.01	7.70
43.401	23.38	32.52	-0.05	7.65
43.424	24.64	33.79	0.07	7.76
43.446	24.44	33.58	-0.04	7.65
43.469	23.65	32.79	0.04	7.73
43.492	21.65	30.80	0.02	7.72
43.514	19.42	28.57	-0.05	7.64
43.537	16.88	26.03	0.06	7.76
43.559	15.18	24.32	-0.04	7.65
43.582	19.76	28.91	0.03	7.73
43.605	26.19	35.34	0.03	7.73
43.627	30.40	39.54	-0.05	7.64
43.650	30.51	39.65	0.06	7.76
43.673	25.07	34.21	-0.03	7.66
43.695	21.52	30.66	0.03	7.72
43.718	23.85	33.00	0.05	7.74
43.740	24.55	33.69	-0.05	7.64
43.763	24.15	33.29	0.06	7.75
43.786	23.28	32.42	-0.03	7.66
43.808	21.15	30.29	0.01	7.70
43.831	18.95	28.09	0.06	7.75
43.854	16.51	25.66	-0.05	7.64
43.876	15.24	24.38	0.06	7.75
43.899	20.97	30.12	-0.03	7.66
43.921	27.22	36.36	-0.00	7.69
43.944	30.94	40.09	0.06	7.75
43.967	29.82	38.97	-0.05	7.64
43.989	24.10	33.24	0.05	7.74
44.012	21.65	30.80	-0.02	7.67
44.035	24.28	33.43	-0.02	7.67
44.057	24.55	33.69	0.06	7.75
44.080	24.11	33.25	-0.05	7.64
44.103	22.89	32.03	0.04	7.73
44.125	20.64	29.78	-0.02	7.67
44.148	18.33	27.48	-0.03	7.66
44.170	16.12	25.26	0.06	7.76
44.193	15.78	24.93	-0.05	7.64
44.216	22.19	31.33	0.04	7.73
44.238	28.08	37.22	-0.04	7.65
44.268	31.37	40.51	-0.01	7.69
44.291	27.47	36.62	-0.04	7.65
44.321	22.03	31.17	0.00	7.70
44.343	23.04	32.18	-0.05	7.64
44.366	24.67	33.81	0.06	7.76
44.388	24.42	33.57	-0.05	7.65
44.411	23.76	32.91	0.04	7.73
44.434	21.85	31.00	0.02	7.71
44.456	19.75	28.89	-0.05	7.64
44.479	17.30	26.45	0.07	7.76
44.502	15.32	24.46	-0.04	7.66
44.524	18.95	28.10	0.03	7.72
44.547	25.70	34.85	0.04	7.73
44.569	30.36	39.51	0.03	7.72
44.599	30.68	39.82	-0.05	7.64
44.621	25.12	34.26	0.06	7.75
44.644	21.53	30.68	-0.03	7.66
44.667	23.92	33.06	0.03	7.72
44.689	24.68	33.82	0.05	7.74
44.712	24.26	33.40	-0.05	7.64
44.735	23.40	32.54	0.05	7.75
44.757	21.19	30.33	-0.03	7.66
44.780	18.99	28.14	0.01	7.70
44.802	16.60	25.75	0.05	7.75
44.825	15.33	24.47	-0.06	7.63
44.848	21.12	30.27	0.05	7.75
44.870	27.30	36.44	-0.03	7.66
44.893	31.00	40.14	-0.00	7.69
44.916	29.91	39.05	0.06	7.75
44.938	24.17	33.31	-0.05	7.64
44.961	21.71	30.85	0.05	7.74
44.983	24.28	33.42	-0.02	7.67
45.006	24.68	33.82	-0.02	7.68
45.029	24.23	33.37	0.06	7.75
45.051	23.00	32.14	-0.05	7.64
45.074	20.71	29.85	0.04	7.74
45.097	18.39	27.54	-0.02	7.67
45.119	16.00	25.14	-0.04	7.66
45.142	15.73	24.88	0.07	7.76
45.164	22.39	31.54	-0.05	7.64
45.187	28.06	37.21	0.04	7.73
45.210	31.24	40.39	-0.01	7.69
45.232	28.95	38.10	-0.04	7.65
45.255	23.33	32.47	0.07	7.76
45.278	22.12	31.26	-0.05	7.65
45.300	24.54	33.68	0.04	7.73
45.323	24.59	33.73	0.00	7.69
45.345	23.98	33.12	-0.05	7.64
45.368	22.47	31.62	0.03	7.72
45.398	20.06	29.20	0.07	7.76
45.421	17.68	26.83	-0.04	7.65
45.443	15.60	24.75	0.03	7.73
45.466	17.45	26.60	0.03	7.72
45.489	24.29	33.43	-0.05	7.64
45.511	29.56	38.71	0.07	7.76
45.534	31.35	40.49	-0.04	7.65
45.556	27.13	36.28	0.03	7.72
45.579	22.26	31.40	0.03	7.72
45.602	23.04	32.18	-0.05	7.64
45.624	24.85	33.99	0.06	7.76
45.647	24.54	33.68	-0.03	7.66
45.670	23.82	32.97	0.03	7.72
45.692	22.10	31.24	0.04	7.74
45.715	19.75	28.89	-0.06	7.64
45.737	17.37	26.52	0.06	7.75
45.760	15.27	24.42	-0.03	7.66
45.783	18.77	27.92	0.02	7.71
45.805	25.48	34.62	0.05	7.74
45.828	30.24	39.39	-0.05	7.64
45.851	31.01	40.16	0.06	7.75
45.873	25.97	35.11	-0.03	7.67
45.896	21.66	30.80	0.06	7.75
45.925	23.89	33.04	0.00	7.70
45.948	24.69	33.84	0.06	7.75
45.970	24.25	33.40	-0.05	7.64
45.993	23.52	32.67	0.05	7.75
46.016	21.34	30.49	-0.03	7.66
46.038	19.07	28.22	-0.01	7.69
46.061	16.64	25.79	0.06	7.75
46.084	15.29	24.43	-0.05	7.64
46.106	20.83	29.98	0.05	7.74
46.129	27.13	36.28	-0.02	7.67
46.152	30.87	40.01	-0.01	7.68
46.174	30.06	39.20	0.06	7.75
46.197	24.36	33.50	-0.05	7.64
46.219	21.79	30.93	0.05	7.74
46.242	24.31	33.45	-0.02	7.67
46.265	24.74	33.89	-0.02	7.67
46.287	24.20	33.35	0.06	7.75
46.310	23.09	32.23	-0.05	7.64
46.333	20.71	29.85	0.04	7.73
46.355	18.61	27.75	-0.02	7.67
46.378	16.21	25.35	-0.04	7.65
46.401	15.74	24.88	0.07	7.76
46.423	22.13	31.27	-0.05	7.64
46.446	28.00	37.14	0.04	7.73
46.468	31.38	40.52	-0.01	7.68
46.491	25.42	34.56	0.05	7.75
46.519	21.60	30.75	-0.05	7.65
46.541	23.93	33.08	0.07	7.76
